"No.","Time","Source","Destination","Protocol","Length","Sender IP address","Info"
"43712","6.155263","10.1.2.5","10.1.1.2","TCP","602","","49153  >  43 [ACK] Seq=50177 Ack=1 Win=131072 Len=512 TSval=6237 TSecr=5549 [TCP segment of a reassembled PDU]"
"43720","6.156205","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=50177 Ack=1 Win=131072 Len=512 TSval=6238 TSecr=5539"
"43734","6.158386","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=50177 Ack=1 Win=131072 Len=512 TSval=6239 TSecr=5719"
"43737","6.158990","10.1.2.19","10.1.1.2","TCP","602","","49153  >  57 [ACK] Seq=50177 Ack=1 Win=131072 Len=512 TSval=6240 TSecr=5505"
"43738","6.159642","10.1.2.19","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  57 [ACK] Seq=50177 Ack=1 Win=131072 Len=512 TSval=6240 TSecr=5505"
"43739","6.159858","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"43740","6.160339","10.1.2.15","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  53 [ACK] Seq=50177 Ack=1 Win=131072 Len=512 TSval=6241 TSecr=5505"
"43744","6.160912","10.1.2.19","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  57 [ACK] Seq=50177 Ack=1 Win=131072 Len=512 TSval=6240 TSecr=5505"
"43745","6.162647","10.1.2.19","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  57 [ACK] Seq=50177 Ack=1 Win=131072 Len=512 TSval=6240 TSecr=5505"
"43746","6.163977","10.1.2.19","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  57 [ACK] Seq=50177 Ack=1 Win=131072 Len=512 TSval=6240 TSecr=5505"
"43796","6.172665","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=50689 Ack=1 Win=131072 Len=512 TSval=6253 TSecr=5710"
"43798","6.172916","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=50689 Ack=1 Win=131072 Len=512 TSval=6249 TSecr=5804"
"43800","6.173115","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=50689 Ack=1 Win=131072 Len=512 TSval=6252 TSecr=5712"
"43836","6.176007","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=50689 Ack=1 Win=131072 Len=512 TSval=6256 TSecr=5510"
"43838","6.176340","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"43843","6.178477","10.1.2.5","10.1.1.2","TCP","602","","49153  >  43 [ACK] Seq=50689 Ack=1 Win=131072 Len=512 TSval=6257 TSecr=5549 [TCP segment of a reassembled PDU]"
"43847","6.178853","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=50689 Ack=1 Win=131072 Len=512 TSval=6260 TSecr=5719"
"43849","6.179078","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=50689 Ack=1 Win=131072 Len=512 TSval=6258 TSecr=5539"
"43853","6.184095","10.1.2.19","10.1.1.2","TCP","602","","49153  >  57 [ACK] Seq=50689 Ack=1 Win=131072 Len=512 TSval=6261 TSecr=5505"
"43855","6.184329","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"43882","6.191633","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=51201 Ack=1 Win=131072 Len=512 TSval=6272 TSecr=5712"
"43884","6.191884","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=51201 Ack=1 Win=131072 Len=512 TSval=6269 TSecr=5804"
"43927","6.196147","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=51201 Ack=1 Win=131072 Len=512 TSval=6274 TSecr=5710"
"43949","6.197952","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=51201 Ack=1 Win=131072 Len=512 TSval=6277 TSecr=5510"
"43950","6.198629","10.1.2.5","10.1.1.2","TCP","602","","49153  >  43 [ACK] Seq=51201 Ack=1 Win=131072 Len=512 TSval=6278 TSecr=5549 [TCP segment of a reassembled PDU]"
"43952","6.198828","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=51201 Ack=1 Win=131072 Len=512 TSval=6280 TSecr=5719"
"43954","6.199035","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=51201 Ack=1 Win=131072 Len=512 TSval=6279 TSecr=5539"
"43958","6.199662","10.1.2.19","10.1.1.2","TCP","602","","49153  >  57 [ACK] Seq=51201 Ack=1 Win=131072 Len=512 TSval=6281 TSecr=5505"
"43960","6.199770","10.1.2.3","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  41 [ACK] Seq=51201 Ack=1 Win=131072 Len=512 TSval=6277 TSecr=5510"
"43994","6.200939","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"44030","6.208330","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=51713 Ack=1 Win=131072 Len=512 TSval=6290 TSecr=5804"
"44032","6.208456","10.1.2.3","10.1.1.2","TCP","90","","10  >  49154 [ACK] Seq=1 Ack=624665 Win=131072 Len=0 TSval=6288 TSecr=5754"
"44033","6.208707","10.1.2.3","10.1.1.2","TCP","90","","[TCP Dup ACK 44032#1] 10  >  49154 [ACK] Seq=1 Ack=624665 Win=131072 Len=0 TSval=6288 TSecr=5754"
"44034","6.208922","10.1.2.3","10.1.1.2","TCP","90","","[TCP Dup ACK 44032#2] 10  >  49154 [ACK] Seq=1 Ack=624665 Win=131072 Len=0 TSval=6288 TSecr=5754"
"44087","6.219973","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=51713 Ack=1 Win=131072 Len=512 TSval=6294 TSecr=5710"
"44088","6.220212","10.1.2.17","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  55 [ACK] Seq=51713 Ack=1 Win=131072 Len=512 TSval=6294 TSecr=5710"
"44116","6.221010","10.1.2.5","10.1.1.2","TCP","602","","49153  >  43 [ACK] Seq=51713 Ack=1 Win=131072 Len=512 TSval=6298 TSecr=5549 [TCP segment of a reassembled PDU]"
"44118","6.221235","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"44120","6.221442","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=51713 Ack=1 Win=131072 Len=512 TSval=6299 TSecr=5539"
"44124","6.221781","10.1.2.17","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  55 [ACK] Seq=51713 Ack=1 Win=131072 Len=512 TSval=6294 TSecr=5710"
"44233","6.226487","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=51713 Ack=1 Win=131072 Len=512 TSval=6300 TSecr=5719"
"44235","6.226739","10.1.2.11","10.1.1.2","TACACS+","602","","[TCP Previous segment not captured] Q: Unknown (0x00)"
"44268","6.234472","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=52225 Ack=1 Win=131072 Len=512 TSval=6315 TSecr=5710"
"44274","6.236556","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=52225 Ack=1 Win=131072 Len=512 TSval=6310 TSecr=5804"
"44276","6.236799","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"44278","6.236907","10.1.2.3","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  41 [ACK] Seq=52225 Ack=1 Win=131072 Len=512 TSval=6318 TSecr=5510"
"44280","6.237258","10.1.2.5","10.1.1.2","WHOIS","602","","Query: "
"44284","6.237600","10.1.2.13","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  51 [ACK] Seq=52225 Ack=1 Win=131072 Len=512 TSval=6313 TSecr=5712"
"44322","6.240499","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=52225 Ack=1 Win=131072 Len=512 TSval=6321 TSecr=5719"
"44324","6.240853","10.1.2.19","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  57 [ACK] Seq=52225 Ack=1 Win=131072 Len=512 TSval=6322 TSecr=5505"
"44330","6.241710","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"44362","6.249290","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=52737 Ack=1 Win=131072 Len=512 TSval=6331 TSecr=5804"
"44436","6.255186","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=52737 Ack=1 Win=131072 Len=512 TSval=6334 TSecr=5712"
"44438","6.255453","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=52737 Ack=1 Win=131072 Len=512 TSval=6335 TSecr=5710"
"44442","6.255920","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"44449","6.256683","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=52737 Ack=1 Win=131072 Len=512 TSval=6338 TSecr=5510"
"44499","6.264575","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=52737 Ack=1 Win=131072 Len=512 TSval=6341 TSecr=5719"
"44502","6.264926","10.1.2.19","10.1.1.2","TCP","602","","49153  >  57 [ACK] Seq=52737 Ack=1 Win=131072 Len=512 TSval=6343 TSecr=5505"
"44509","6.268921","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"44515","6.271396","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=53249 Ack=1 Win=131072 Len=512 TSval=6351 TSecr=5804"
"44519","6.272807","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=53249 Ack=1 Win=131072 Len=512 TSval=6354 TSecr=5712"
"44523","6.273627","10.1.2.2","10.1.1.2","TCP","90","","9  >  49153 [ACK] Seq=1 Ack=46633 Win=131072 Len=0 TSval=6293 TSecr=5689"
"44524","6.274303","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=53249 Ack=1 Win=131072 Len=512 TSval=6356 TSecr=5710"
"44526","6.275455","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"44528","6.275594","10.1.2.2","10.1.1.2","TCP","90","","[TCP Dup ACK 44523#1] 9  >  49153 [ACK] Seq=1 Ack=46633 Win=131072 Len=0 TSval=6293 TSecr=5689"
"44531","6.277143","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=53249 Ack=1 Win=131072 Len=512 TSval=6359 TSecr=5510"
"44534","6.277914","10.1.2.5","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  43 [ACK] Seq=53249 Ack=1 Win=131072 Len=512 TSval=6359 TSecr=5549 [TCP segment of a reassembled PDU]"
"44536","6.279057","10.1.2.7","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  45 [ACK] Seq=53249 Ack=1 Win=131072 Len=512 TSval=6361 TSecr=5539"
"44538","6.280345","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=53249 Ack=1 Win=131072 Len=512 TSval=6362 TSecr=5719"
"44540","6.281581","10.1.2.19","10.1.1.2","TCP","602","","49153  >  57 [ACK] Seq=53249 Ack=1 Win=131072 Len=512 TSval=6363 TSecr=5505"
"44543","6.282676","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"44642","6.295503","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=53761 Ack=1 Win=131072 Len=512 TSval=6375 TSecr=5712"
"44644","6.295937","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"44654","6.301116","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=53761 Ack=1 Win=131072 Len=512 TSval=6381 TSecr=5539"
"44656","6.301315","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=53761 Ack=1 Win=131072 Len=512 TSval=6376 TSecr=5710"
"44686","6.306859","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=53761 Ack=1 Win=131072 Len=512 TSval=6379 TSecr=5510"
"44687","6.313162","10.1.2.19","10.1.1.2","TCP","602","","49153  >  57 [ACK] Seq=53761 Ack=1 Win=131072 Len=512 TSval=6384 TSecr=5505"
"44690","6.313647","10.1.2.20","10.1.1.2","TCP","90","","[TCP ACKed unseen segment] 27  >  49171 [ACK] Seq=1 Ack=113097 Win=32768 Len=0 TSval=6384 TSecr=6080"
"44691","6.313862","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=54273 Ack=1 Win=131072 Len=512 TSval=6395 TSecr=5712"
"44696","6.314467","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=53761 Ack=1 Win=131072 Len=512 TSval=6382 TSecr=5719"
"44698","6.314575","10.1.2.3","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  41 [ACK] Seq=53761 Ack=1 Win=131072 Len=512 TSval=6379 TSecr=5510"
"44700","6.314962","10.1.2.5","10.1.1.2","TCP","602","","49153  >  43 [ACK] Seq=53761 Ack=1 Win=131072 Len=512 TSval=6380 TSecr=5549 [TCP segment of a reassembled PDU]"
"44702","6.315269","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=54273 Ack=1 Win=131072 Len=512 TSval=6397 TSecr=5710"
"44704","6.315526","10.1.2.20","10.1.1.2","TCP","90","","[TCP Dup ACK 44690#1] 27  >  49171 [ACK] Seq=1 Ack=113097 Win=32768 Len=0 TSval=6384 TSecr=6080"
"44736","6.321338","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=54273 Ack=1 Win=131072 Len=512 TSval=6400 TSecr=5510"
"44766","6.332222","10.1.2.5","10.1.1.2","TCP","602","","49153  >  43 [ACK] Seq=54273 Ack=1 Win=131072 Len=512 TSval=6400 TSecr=5549 [TCP segment of a reassembled PDU]"
"44768","6.332429","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"44770","6.332636","10.1.2.15","10.1.1.2","DNS","602","","[TCP Previous segment not captured] [Malformed Packet]"
"44772","6.332862","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=54273 Ack=1 Win=131072 Len=512 TSval=6403 TSecr=5719"
"44774","6.333244","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=54273 Ack=1 Win=131072 Len=512 TSval=6402 TSecr=5539"
"44776","6.333343","10.1.2.3","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  41 [ACK] Seq=54273 Ack=1 Win=131072 Len=512 TSval=6400 TSecr=5510"
"44808","6.339195","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=54785 Ack=1 Win=131072 Len=512 TSval=6417 TSecr=5710"
"44810","6.339402","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"44812","6.339619","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=54785 Ack=1 Win=131072 Len=512 TSval=6416 TSecr=5712"
"44814","6.339836","10.1.2.21","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  59 [ACK] Seq=54785 Ack=1 Win=131072 Len=512 TSval=6413 TSecr=5804"
"44816","6.339917","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=54785 Ack=1 Win=131072 Len=512 TSval=6420 TSecr=5510"
"44817","6.340245","10.1.2.19","10.1.1.2","TCP","602","","49153  >  57 [ACK] Seq=54273 Ack=1 Win=131072 Len=512 TSval=6404 TSecr=5505"
"44819","6.340497","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=54785 Ack=1 Win=131072 Len=512 TSval=6422 TSecr=5539"
"44821","6.340785","10.1.2.3","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  41 [ACK] Seq=54785 Ack=1 Win=131072 Len=512 TSval=6420 TSecr=5510"
"44823","6.341118","10.1.2.5","10.1.1.2","TCP","602","","49153  >  43 [ACK] Seq=54785 Ack=1 Win=131072 Len=512 TSval=6421 TSecr=5549 [TCP segment of a reassembled PDU]"
"44867","6.353616","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=55297 Ack=1 Win=131072 Len=512 TSval=6433 TSecr=5804"
"44869","6.353823","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"44871","6.354103","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=54785 Ack=1 Win=131072 Len=512 TSval=6423 TSecr=5719"
"44872","6.354431","10.1.2.19","10.1.1.2","TCP","602","","49153  >  57 [ACK] Seq=54785 Ack=1 Win=131072 Len=512 TSval=6425 TSecr=5505"
"44874","6.354711","10.1.2.9","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  47 [ACK] Seq=54785 Ack=1 Win=131072 Len=512 TSval=6423 TSecr=5719"
"44876","6.354919","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=55297 Ack=1 Win=131072 Len=512 TSval=6436 TSecr=5712"
"44900","6.358033","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=55297 Ack=1 Win=131072 Len=512 TSval=6438 TSecr=5710"
"44902","6.358240","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"44929","6.360346","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=55297 Ack=1 Win=131072 Len=512 TSval=6441 TSecr=5510"
"44931","6.360778","10.1.2.5","10.1.1.2","TCP","602","","49153  >  43 [ACK] Seq=55297 Ack=1 Win=131072 Len=512 TSval=6441 TSecr=5549 [TCP segment of a reassembled PDU]"
"44933","6.360985","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=55297 Ack=1 Win=131072 Len=512 TSval=6443 TSecr=5539"
"44942","6.366024","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=55297 Ack=1 Win=131072 Len=512 TSval=6444 TSecr=5719"
"44944","6.366252","10.1.2.19","10.1.1.2","TCP","602","","49153  >  57 [ACK] Seq=55297 Ack=1 Win=131072 Len=512 TSval=6445 TSecr=5505"
"44946","6.368501","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"45014","6.378153","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=55809 Ack=1 Win=131072 Len=512 TSval=6457 TSecr=5712"
"45016","6.378406","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=55809 Ack=1 Win=131072 Len=512 TSval=6454 TSecr=5804"
"45018","6.378631","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"45023","6.383679","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=55809 Ack=1 Win=131072 Len=512 TSval=6458 TSecr=5710"
"45025","6.383914","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=55809 Ack=1 Win=131072 Len=512 TSval=6464 TSecr=5719"
"45027","6.384157","10.1.2.5","10.1.1.2","TCP","602","","49153  >  43 [ACK] Seq=55809 Ack=1 Win=131072 Len=512 TSval=6462 TSecr=5549 [TCP segment of a reassembled PDU]"
"45029","6.384256","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=55809 Ack=1 Win=131072 Len=512 TSval=6461 TSecr=5510"
"45031","6.384610","10.1.2.19","10.1.1.2","TCP","602","","49153  >  57 [ACK] Seq=55809 Ack=1 Win=131072 Len=512 TSval=6466 TSecr=5505"
"45035","6.385088","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"45054","6.395485","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=56321 Ack=1 Win=131072 Len=512 TSval=6474 TSecr=5804"
"45056","6.395684","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=56321 Ack=1 Win=131072 Len=512 TSval=6477 TSecr=5712"
"45058","6.396003","10.1.2.11","10.1.1.2","TCP","90","","[TCP ACKed unseen segment] 18  >  49162 [ACK] Seq=1 Ack=838345 Win=131072 Len=0 TSval=6478 TSecr=6041"
"45069","6.401746","10.1.2.5","10.1.1.2","TCP","602","","49153  >  43 [ACK] Seq=56321 Ack=1 Win=131072 Len=512 TSval=6482 TSecr=5549 [TCP segment of a reassembled PDU]"
"45071","6.401926","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=56321 Ack=1 Win=131072 Len=512 TSval=6482 TSecr=5510"
"45074","6.403470","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=56321 Ack=1 Win=131072 Len=512 TSval=6485 TSecr=5719"
"45076","6.403695","10.1.2.7","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  45 [ACK] Seq=56321 Ack=1 Win=131072 Len=512 TSval=6483 TSecr=5539"
"45078","6.403930","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=56321 Ack=1 Win=131072 Len=512 TSval=6479 TSecr=5710"
"45081","6.404461","10.1.2.19","10.1.1.2","TCP","602","","49153  >  57 [ACK] Seq=56321 Ack=1 Win=131072 Len=512 TSval=6486 TSecr=5505"
"45086","6.405613","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"45088","6.410459","10.1.2.17","10.1.1.2","TCP","90","","24  >  49168 [ACK] Seq=1 Ack=698393 Win=131072 Len=0 TSval=6490 TSecr=5975"
"45113","6.414419","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=56833 Ack=1 Win=131072 Len=512 TSval=6495 TSecr=5804"
"45116","6.416169","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=56833 Ack=1 Win=131072 Len=512 TSval=6498 TSecr=5712"
"45118","6.417664","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=56833 Ack=1 Win=131072 Len=512 TSval=6499 TSecr=5710"
"45120","6.418816","10.1.2.11","10.1.1.2","TACACS+","602","","[TCP Previous segment not captured] Q: Unknown (0x00)"
"45122","6.420499","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=56833 Ack=1 Win=131072 Len=512 TSval=6502 TSecr=5510"
"45124","6.421273","10.1.2.5","10.1.1.2","TCP","602","","49153  >  43 [ACK] Seq=56833 Ack=1 Win=131072 Len=512 TSval=6503 TSecr=5549 [TCP segment of a reassembled PDU]"
"45176","6.427740","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=56833 Ack=1 Win=131072 Len=512 TSval=6504 TSecr=5539"
"45177","6.428077","10.1.2.7","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  45 [ACK] Seq=56833 Ack=1 Win=131072 Len=512 TSval=6504 TSecr=5539"
"45178","6.428289","10.1.2.7","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  45 [ACK] Seq=56833 Ack=1 Win=131072 Len=512 TSval=6504 TSecr=5539"
"45179","6.429365","10.1.2.7","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  45 [ACK] Seq=56833 Ack=1 Win=131072 Len=512 TSval=6504 TSecr=5539"
"45314","6.437632","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=56833 Ack=1 Win=131072 Len=512 TSval=6505 TSecr=5719"
"45316","6.437848","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"45320","6.438170","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=57345 Ack=1 Win=131072 Len=512 TSval=6520 TSecr=5710"
"45322","6.438336","10.1.2.21","10.1.1.2","TCP","106","","[TCP ACKed unseen segment] 28  >  49172 [ACK] Seq=1 Ack=719657 Win=131072 Len=0 TSval=6518 TSecr=6251 SLE=724481 SRE=762001 SLE=720193 SRE=723945"
"45326","6.438958","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=57345 Ack=1 Win=131072 Len=512 TSval=6518 TSecr=5712"
"45393","6.444300","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"45395","6.444543","10.1.2.5","10.1.1.2","WHOIS","602","","Query: "
"45397","6.444651","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=57345 Ack=1 Win=131072 Len=512 TSval=6523 TSecr=5510"
"45400","6.451766","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"45444","6.460599","10.1.2.21","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  59 [ACK] Seq=57857 Ack=1 Win=131072 Len=512 TSval=6536 TSecr=5804"
"45451","6.462766","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=57857 Ack=1 Win=131072 Len=512 TSval=6543 TSecr=5510"
"45527","6.468589","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"45590","6.474569","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=58369 Ack=1 Win=131072 Len=512 TSval=6556 TSecr=5804"
"45592","6.474668","10.1.2.3","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  41 [ACK] Seq=57857 Ack=1 Win=131072 Len=512 TSval=6543 TSecr=5510"
"45763","6.486482","10.1.2.11","10.1.1.2","TACACS+","602","","[TCP Previous segment not captured] Q: Unknown (0x00)"
"45774","6.491881","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"45779","6.492666","10.1.2.9","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  47 [ACK] Seq=58369 Ack=1 Win=131072 Len=512 TSval=6567 TSecr=6422"
"45804","6.498517","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=58881 Ack=1 Win=131072 Len=512 TSval=6577 TSecr=6453"
"45805","6.503768","10.1.2.3","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  41 [ACK] Seq=58881 Ack=1 Win=131072 Len=512 TSval=6584 TSecr=5510"
"45806","6.503997","10.1.2.3","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  41 [ACK] Seq=58881 Ack=1 Win=131072 Len=512 TSval=6584 TSecr=5510"
"45810","6.505053","10.1.2.21","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  59 [ACK] Seq=58881 Ack=1 Win=131072 Len=512 TSval=6577 TSecr=6453"
